"segmento";"nome";"id";"pregao";"site";"ticker";"ano";"ativo";"pl";"rec_liq";"lucro_bruto";"lucro_liq";"EBIT";"deprec_amort";"EBITDA";"margem_liq";"div_curto_prazo";"div_longo_prazo";"caixa";"div_liq";"div_total";"size";"leverage";"EBIT.rate";"ROA";"ROE";"GAO";"main.sector";"sector.activity";"sub.sector";"listagem";"ibovespa"
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2013;38008352;12711964;57730262;15026183;1396207;2948239;865425;3813664;2,42;5171418;4321850;8391629;0,29;9493268;17,4533164830142;0,25;0,05;0,1;0,11;0,2;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2014;45500000;14482000;65525000;16945000;1760000;4004000;931000;4935000;2,69;6594000;3134000;11149000;-0,29;9728000;17,6332228839212;0,21;0,06;0,11;0,12;0,24;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2015;47241000;13352000;69220000;16286000;0;1723000;1102000;2825000;0;3814000;4164000;11015000;-1,08;7978000;17,6707727175707;0,17;0,02;0,06;0;0,11;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2016;45217000;12597000;41454000;9521000;0;856000;1089000;1945000;0;2957000;2912000;5112000;0,39;5869000;17,6269836802869;0,13;0,02;0,04;0;0,09;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2017;47928000;13292000;44634000;10703000;865000;1509000;833000;2342000;1,94;1251000;3337000;3792000;0,34;4588000;17,6852104427459;0,1;0,03;0,05;0,07;0,14;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2018;52849000;13939000;49388000;11554000;1180000;2177000;889000;3066000;2,39;2016000;3509000;4369000;0,38;5525000;17,7829493486256;0,1;0,04;0,06;0,08;0,19;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2019;58475000;13548000;56635000;12190000;836000;1966000;1559000;3525000;1,48;3488000;10706000;7954000;1,77;14194000;17,8841098704345;0,24;0,03;0,06;0,06;0,16;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";14826;"P.ACUCAR-CBD";"www.gpari.com.br";"PCAR3;PCAR99";2020;53295000;16807000;51253000;13749000;2326000;2629000;2564000;5193000;4,54;2309000;6842000;8711000;0,08;9151000;17,7913530761054;0,17;0,05;0,1;0,14;0,19;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"GRUPO MATEUS S.A.";25186;"GRUPO MATEUS";NA;"GMAT3";2019;4121336;1949287;8035545;2082398;337695;461424;0;461424;4,2;254654;1035809;398263;1,93;1290463;15,2316879406056;0,31;0,06;0,11;0,17;0,22;"Consumo não Cíclico";"Emp. Adm. Part. - Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";FALSE
"Alimentos";"GRUPO MATEUS S.A.";25186;"GRUPO MATEUS";NA;"GMAT3";2020;8198711;5707540;12397038;2989410;726269;869685;0;869685;5,86;128352;1054615;2112385;-1,07;1182967;15,9194875047561;0,14;0,07;0,11;0,13;0,29;"Consumo não Cíclico";"Emp. Adm. Part. - Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";FALSE
"Alimentos";"SENDAS DISTRIBUIDORA S.A.";25372;"ASSAI";NA;"ASAI3";2019;35905000;9701000;30232000;5341000;1060000;1728000;484000;2212000;3,51;1472000;7349000;5026000;1,72;8821000;17,3963871195266;0,25;0,06;0,06;0,11;0,32;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos";"SENDAS DISTRIBUIDORA S.A.";25372;"ASSAI";NA;"ASAI3";2020;18821000;1410000;36043000;5914000;1556000;2068000;1372000;3440000;4,32;2120000;5711000;3532000;1,25;7831000;16,7504838256727;0,42;0,06;0,18;1,1;0,35;"Consumo não Cíclico";"Comércio (Atacado e Varejo)";"Comércio e Distribuição";"Novo Mercado";TRUE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2012;320613;99799;323487;87722;8031;29024;6863;35887;2,48;72145;45484;1466;3,24;117629;12,6779900673062;0,37;0,09;0,11;0,08;0,33;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2013;351330;108429;330033;83494;14792;31587;6966;38553;4,48;68826;58580;1827;3,26;127406;12,7694812317043;0,36;0,1;0,11;0,14;0,38;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2014;382707;111167;347165;84481;6238;26263;6935;33198;1,8;140160;29716;6530;4,92;169876;12,8550249623361;0,44;0,08;0,09;0,06;0,31;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2015;410643;110306;385973;118216;0;56654;7230;63884;0;142193;36987;1646;2,78;179180;12,9254795028767;0,44;0,15;0,16;0;0,48;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2016;395425;147933;387417;103194;44270;56283;7407;63690;11,43;86066;30738;3917;1,77;116804;12,8877164148317;0,3;0,15;0,16;0,3;0,55;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2017;382942;160871;331624;91494;17147;34339;7369;41708;5,17;83045;14339;598;2,32;97384;12,8556388206639;0,25;0,1;0,11;0,11;0,38;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2018;415410;174754;365389;109706;15920;35436;7636;43072;4,36;87522;41190;19036;2,55;128712;12,9370212633169;0,31;0,1;0,1;0,09;0,32;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2019;421967;190876;417786;105314;20688;26842;0;26842;4,95;64779;44300;11499;3,64;109079;12,9526823909083;0,26;0,06;0,06;0,11;0,25;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"CONSERVAS ODERICH SA";4693;"ODERICH";"www.oderich.com.br";"ODER3;ODER4";2020;585685;284266;576753;201727;118793;149511;0;149511;20,6;84707;47833;48436;0,56;132540;13,2805373813692;0,23;0,26;0,26;0,42;0,74;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP";13285;"JOSAPAR";"http://www.josapar.com.br";"JOPA3;JOPA4";2012;1210282;495549;930344;284925;38557;80236;9575;89811;4,14;197542;267698;192666;3,03;465240;14,0063639482704;0,38;0,09;0,07;0,08;0,28;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP";13285;"JOSAPAR";"http://www.josapar.com.br";"JOPA3;JOPA4";2013;1342254;478367;987306;296843;24209;69693;9312;79005;2,45;336895;270231;247060;4,56;607126;14,1098608483512;0,45;0,07;0,06;0,05;0,23;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP";13285;"JOSAPAR";"http://www.josapar.com.br";"JOPA3;JOPA4";2014;1399719;573265;1028233;316176;26122;74304;11241;85545;2,54;299721;358227;243337;4,85;657948;14,151782060154;0,47;0,07;0,06;0,05;0,24;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP";13285;"JOSAPAR";"http://www.josapar.com.br";"JOPA3;JOPA4";2015;1566240;595601;1056831;347509;29905;87557;12830;100387;2,83;457258;286851;259071;4,83;744109;14,2641884004953;0,48;0,08;0,06;0,05;0,25;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Alimentos Diversos";"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP";13285;"JOSAPAR";"http://www.josapar.com.br";"JOPA3;JOPA4";2016;1667337;621469;1172311;390056;35851;113585;13507;127092;3,06;408883;385639;305040;3,85;794522;14,3267383008695;0,48;0,1;0,08;0,06;0,29;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
